,count,missing,missing_rate,mean,std,min,max,value_counts
VIIRS_M11,280634527,35354762,0.11188595066587842,1834.5283881052883,1201.68275935723,-100.0,15994.0,{}
VIIRS_I2,280636554,35352735,0.11187953589148397,3014.1962931885205,1761.410882508175,-100.0,15787.0,{}
VIIRS_I1,280636579,35352710,0.11187945677487822,1844.6686363291224,2096.0167800753193,-100.0,15947.0,{}
NDVI,260828745,55160544,0.17456460051087364,4790.320438646439,2218.9748729953717,-9841.0,9994.0,{}
EVI2,260828721,55160568,0.17456467646281518,2400.6019183753924,1076.5379479902083,-2727.0,9996.0,{}
Total_Precip,313748028,2241261,0.007092838517067583,0.5864166301147624,2.3857022682223317,0.0,84.0,{}
Wind_Speed,313748028,2241261,0.007092838517067583,3.461269121506638,1.3050705746836813,0.30000001192092896,14.699999809265137,{}
Wind_Direction,313748028,2241261,0.007092838517067583,228.9277242819834,91.53725957212156,0.0,360.0,{}
Min_Temp_K,313748028,2241261,0.007092838517067583,281.5460889781274,32.70735940511987,249.6999969482422,309.29998779296875,{}
Max_Temp_K,313748028,2241261,0.007092838517067583,300.49834502226736,0.0,266.3999938964844,323.29998779296875,{}
ERC,313748028,2241261,0.007092838517067583,67.20040233049689,19.847421233030932,0.0,119.0,{}
Spec_Hum,313748028,2241261,0.007092838517067583,0.005741229099771774,0.001982769393982778,0.0006500000017695129,0.015860000625252724,{}
PDSI,315022663,966626,0.00305904672610596,8.374639780678255,7.277547385896019,0.0,58.12943649291992,{}
Slope,315022663,966626,0.00305904672610596,176.4541684418432,103.06459494404245,-0.0,359.8907165527344,{}
Aspect,315038172,951117,0.003009965948560997,1459.090594672445,659.6684235195404,-76.0,4350.0,{}
Elevation,312543572,3445717,0.01090453733702347,-3.758077893596065,1.2693917298312507,-13.75,3.6600000858306885,{}
Landcover,315989289,0,0.0,8.003244499214656,3.4515330306350562,1.0,17.0,"{1: 56064064, 2: 240139, 5: 519159, 6: 1468000, 7: 11627717, 8: 55089408, 9: 29131791, 10: 140964234, 11: 694149, 12: 13059568, 13: 1448684, 14: 46230, 16: 3109052, 17: 2450029, 4: 31768, 15: 45247, 3: 50}"
Forecast_Precip,315989289,0,0.0,0.7414802321828067,6.094326176415734,0.0,163.4375,{}
Forecast_Wind_Speed,315989289,0,0.0,1.4216283389988575,0.95701887478149,0.005108990240842104,12.139274597167969,{}
Forecast_Wind_Dir,315989289,0,0.0,2.2323221554967803,43.57977665406697,-89.99530792236328,89.99470520019531,{}
Forecast_Temp_C,315989289,0,0.0,18.824022760625915,6.428882948749244,-9.439990043640137,37.93353271484375,{}
Forecast_Spec_Hum,315989289,0,0.0,0.005476947434854598,0.0015771525051327415,0.0015543242916464806,0.012933527119457722,{}
Active_Fire,315989289,0,0.0,0.0359421676473344,0.7744634892064527,0.0,22.0,"{0: 315215250, 8: 21226, 9: 143484, 10: 216750, 19: 24897, 20: 133022, 21: 171199, 22: 26166, 18: 2035, 7: 32, 11: 35228}"
total_samples,315989289,315989289,315989289,315989289,315989289,315989289,315989289,315989289
